txt	polarity
RT USERNAME: اللهم انصر اهلنا واخواننا في سوريا ، اللهم عجل نصرهم الله ارنا في بشاار عجاائب قدرتك ياحي ياقيوم \" 	Positive
RT USERNAME: أموي #سوريا •  #طفلـْـْك_جنتك   ينشأ الصغير على ما كان والده إنّ الأصولَ عليها ينبت الشجر 	Positive
الجزيزة|اقتصاد: أوروبا توافق على مباحثات غاز مع موسكو URL #البحرين #اخبار #الكويت #السعودية #عمان #قطر #سوريا #مصر 	Neutral
RT USERNAME: “USERNAME: صورة موثرة طفلة سورية كتب الله لها أن تنجو من بين أنقاض المنازل URL” 	Positive
(وقالوا لولا نزل هذا القرآن على رجل من القريتين عظيم) [الزخرف:31]  URL #ربي انصر سوريا  #غرد_بالخير 	Positive
#Syria حماه: كفرزيتا: الطيران الحربي يشن غارة جوية بالصواريخ الفراغية على أحياء المدينة Hama: Kafr... URL via FaceBook 	Negative
RT USERNAME: اللهـم اجعل مساء الجمعه فرج لكل صابر وشفاء لكل مريض ورحمة لكل ميت ونصرة لاخواننا في سوريا وبورما واستجابة لكل دعاء فأنت على ك… 	Positive
USERNAME: اللهم أميين يارب العالمين USERNAME  #Syria #سوريا URL URL 	Positive
USERNAME USERNAME USERNAME USERNAME الجزائر ليست سوريا وجيش الجزائر ليس جيش بشار 	Negative
RT USERNAME: “USERNAME: من يخبر هذا الطفل الباكي   أن شقيقه و والده قد رحلوا من الحياة! لكم الله يا #اطفال_سوريا #سوريا URL 	Negative
ادلب  مقتل جمال القسوم الملقب أبو مازن قائد ما يسمى لواء رجال الشام التابع لجبهة ثوار سورية اثر انفجار عبوة لاصقة... URL 	Negative
أموي #سوريا •  #درعا   #جبهةالنصرة اليوم قصف معاقل النظـْـْام السوري في بلدة نصيب بالهاون وبالتحديد الجمرك ردآ... URL 	Negative
آطلبي يَ سوريا الرحمَن فـ أنتم مظلومين فـ دعوتُكم مستجابه ، و إن دعوةُ المظلوم ليسَ لها حجاباً . URL 	Positive
USERNAME لا نريد فتنة داخلية ...يقتل فيها الإخوة بعضهم البعض كما يحدث في سوريا الآن ، وقد يكون بوتفليقة أخف الأضرار علينا 	Negative
RT USERNAME: مقتل 14 شخصاً وجرح العشرات بانفجار سيارة مفخخة اليوم بالقرب من مسجد بلال في مدينة حمص وسط سورية 	Negative
#ساعة_استجابة  اللهم انصر اخواننا المسلمين في سوريا وفلسطين وفي كل بقعة من بقاعك يا حي يا قيوم  ♥ 	Positive
RT USERNAME: مراسلنا: قصف بالبراميل التي تحتوي على غازات سامة بكفرزيتا بريف حماة وأكثر من 70 حالة اختناق #حماة #سوريا 	Negative
RT USERNAME: سوريا هي مربط للنظام الدولي سقوطه يعني زعزعة الأمن في الشرق الأوسط  يعني عجز أمريكا التدخل عسكريا  يعني ورطة النظام الدو… 	Negative
أموي #سوريا •   دخول لواء الشهيد رائد المصري مدينة درعا لضرب ميليشيـْـْات النصيرية ورفع الظلم عن اهلنا  لواء... URL 	Negative
RT USERNAME: \"USERNAME: في سوريا فقط ..  أصّبح الجُوع هُو الطريق إلى الجنه !!  #سوريا URL" 	Negative
RT USERNAME: لم أجد أكثر حطةً ودناءةً من أولئك الأوباش الذين يتشمّتون بحال أهل #سوريا بدلًا أن يُناصروهم ويقفوا معهم في محنتهم. 	Negative
USERNAME حياك الله وإنشاء الله يفرج عن اهل سوريا يابلد URL 	Positive
#الكورد في #كوردستان #سوريا   يا زلمة كلنا ع بعضنا ما بنطلع 5 مليون   تحملوا بعض شو صاير عليكم؟؟!!!! وعووووو - يشعر بـ الانزعاج 	Negative
RT USERNAME: #شام #سوريا | #حلب : استشهاد 4 أشخاص جراء إلقاء الطيران المروحي برميلاً متفجراً على حي بستان القصر قبل صلاة الجمعة. 	Negative
RT USERNAME: اُوصيكم واُوصي نفسي بقراءة المعوذات . #غرد_بالخير #غرد_بذكر_الله #سبحان_الله #استغفر_الله #انشر #السعودية #سوريا URL 	Positive
RT USERNAME: #جبهة_النصرة | ومن القفار الجرد تبزغ...نبعة الماء القراح / تزهو بألوية العقيدة...والبطولات الصحاح #درعا URL" #سوريا 	Negative
RT USERNAME: اشجع نساء العالم ليست فلسطينية سقت ارضها وقضيتها دمها،وليست سورية فقدت ابنائها وعرضها في سبيل حريتها بل سعودية فقط تزوجت من تري… 	Positive
RT USERNAME: أغيثوا أهلنا في #سوريا بالمال ..والكلمة..والدعاء  عبر #مجلس_الداعمين لثورة #سوريا في #الكويت URL 	Positive
أجمل وأقوى أبتسامه  والله أطفال #سوريا سينتصرون ولو بعد حين اللهم عجل بالفرج لأطفالها ونسائها ورجالها #سوريا_تتحرر URL 	Positive
أموي #سوريا •  #غزوة_الاعتصام - #حلب - #الغرفة_المشتركة_لأهل_الشام - اشتباكات عنيفة مع مليشيات الاحتلال النصيرية... URL 	Negative
#سعود_الفيصل  يطالب الجامعة العربية بمنح مقعد #سوريا  للإتلاف الوطني المعارض   مالفائدة بعد كل هذا الوقت؟! 	Negative
RT USERNAME: ياربّ إنّ لك عبـاداً في #سوريا ينتظرون فرجـاً قريبـــاً فـبشّرهـم.. 	Positive
RT USERNAME: “مستوطنون يحرقون مسجداً بأم الفحم بالأراضي الفلسطينية المحتلة  المجاهدين مشغولين في سوريا والعراق بالدور يا جماعه وفلسطين لاح… 	Negative
#بل_هذا_منهجهم // كشف ملابسات #اغتيال_أمير_جبهة_النصرة_بإدلب #القائد_أبي_محمد_فاتح وأفراد عائلته:  URL 	Negative
#Syria حلب: قرية عزيزة  كتائب الثوار تسيطر على حاجزي الدشم والحمام في قرية عزيزة 	Negative
RT USERNAME: ياكريم وكل عبدٍ لك فقير يارحيم وسامعٍ منّا النداء  يوم هالجمعة نبي نصرٍ كبير من جنود الأرض وجنود السماء  #سوريا #الجمعة #يار… 	Positive
RT USERNAME: جهاز لمساعدة مريض #التوحد الذى لايتكلم  URL      #حلب #دمشق #توحد #Syria 	Neutral
#غرد_بصورة_من_سوريا تخرج من تحت الانقاض بعد قصف الطيران ولم تترك حجابها الملطخ بالدم  #سوريا #براميل_الموت #EyeOnHoms URL 	Negative
RT USERNAME: #سورية #الشرق_الأوسط أعنف المعارك في حلب والخناق يشتد على مسلحي حمص URL 	Negative
USERNAME USERNAME ماهي جنسية الموذيعة والاعلامية اسيا عبدالله سورية ام اردنية ام ماذا ارجو الرد وشكرا 	Neutral
RT USERNAME: الشهيد وجدي العنزي  ذهب للجهاد بعد عرسه  اللهم تقبل منه الشهاده وارزقه الفردوس الاعلى   URL 	Negative
RT USERNAME: واحد منكم يسوى مية .. انتو يا جيش الحرية..#سوريا URL 	Positive
USERNAME الزمن دوار ..وحسابن عسير من سوريا ومن رب العالمين .. 	Negative
#الغوطة_الشرقية #دمشق انباء عن اسقاط طائرة ميغ ب #المليحة   #سوريا 	Negative
RT USERNAME: يـــا بآسط الأرض ورافــع السمـاءابسط رحمتك لأهل سوريــآ وارفــع عــنهم البـــلاء #دعواتكم لــ #سوريا URL" 	Positive
RT USERNAME: { إن الله تكفل لي بالشام وأهله }  وعد من الله لنبيّه ، ومن أصدق من الله قيلا  فلا تيأسوا يا أهل #سوريا فما نراه سحابة ستمر وي… 	Positive
RT USERNAME: وخرجتُ من تحت الرّگامِ ودمعتي تجري على خدي من الآلامِ وسألتُ من حولي رأيتم والدي أم صرتُ يا قومي من الأيتامِ #سوريا URL 	Negative
RT USERNAME: اللهم انصر اخواننا المستضعفين في سوريا . 	Positive
#دمشق: =====  الجيش السوري يستهدف الجماعات المسلحة في مناطق سيطرتها بمحيط #مخيم اليرموك بدمشق   شبكة سورية الآن 	Negative
RT USERNAME: قحطاني من السعوديه مجاهد في سوريا ..  قصيده للمجاهد جميله .. اللهم انصرهم URL 	Positive
RT USERNAME: سوريا :- داعش تفجر منازل قادة جبهة النصرة في قرية غريبة الشرقية بعد دخولهم لها وانسحاب عناصر النصرة من أقوى معاقلهم في ريف دير الزور 	Negative
RT USERNAME: المركز الفلسطيني للإعلام/ #عاجل |#سوريا|استشهاد اللاجئ الفلسطيني \" ايهاب الأخرس\"... - عبر تطبيق نبض USERNAME URL 	Negative
RT USERNAME: فليعلم من لم يعلم/ سوريا مقبره لكل تكفيري وغازي وغريب URL 	Negative
USERNAME اتمنا من كل قلبي ان يعود كل مغترب الي سوريا فهيا امنا جميعا  ادعو ربي ان يخلصنا من هل اوساخ ويبعد الشر عن سوريا ا 	Positive
#سورية   #حمص  #الدار_الكبيرة   18 4 2014 قصف عنيف بالهاون وسط البلدة   URL 	Negative
#حلب جانب من الاشتباكات المستمرة على جبهة الراموسة  URL #دمشق #درعا #حمص 	Negative
أهمية المعلومات جاءت من سوريا\"، الآن.  السلام والأمن من \"باتيستا حلب\" إلى حلب، سوريا، بطل الجنود ضد الإرهابيين.... URL 	Positive
إرادة الشعوب ، أقوى من أي إرادة آخرى .. #مصر #سوريا 	Positive
USERNAME USERNAME  ثورة سوريا انحرفت عن مسارها بعد تدخل الايادي الاجنبيه لتدمير الوطن  ولكن في الاخير حق لسوريين ان ينالو حريتهم 	Negative
RT USERNAME: تقرير بريطاني: المعارضة البحرينية تعلن التحالف مع بشار الاسد (هيتلر شرق الاوسط). #البحرين #الوفاق #سوريا #الشيعة 	Negative
RT USERNAME: لمن يسأل عن تيشيرت #سوريا متوفر في معارض ستايل اسلام USERNAME URL 	Neutral
RT USERNAME: في #سوريا… اخوان يرجون رحمة ربهم ثم الدعاء الصادق … 	Positive
RT USERNAME: اللهم احقن دماء المسسسلمين في سورية 	Positive
RT USERNAME: #شام #سوريا| ريف #دمشق: قصف عنيف على مزرعة بيت جن بالمدفعية من قبل قوات الأسد. 	Negative
RT USERNAME: #سوريا: إعفاء الأمير بندر كان بضغط أمريكي و #السعودية مصممة على إسقاط #بشار_الاسد... URL 	Negative
USERNAME USERNAME  واليوم عندما لفح#الارهاب#العربي#الاسلامي#النفطي سورية وبات السوريون في الخيام رآيت ألواناً من النفاق 	Negative
USERNAME USERNAME اقسم بالله نحن في سوريا لما فاز البطل مرسي في الانتخابات الثوار والمجاهدين فرحوا كانما قتل بشار  #الشعب_يرد_تحية_الرئيس 	Positive
USERNAME  حرام هذا المبلغ أخي هو موجود في الدير إما في الميادين أو في الشحيل  المبلغ المرقوم لاعتقاله : خمس فرنكات سورية وزيادة 	Neutral
RT USERNAME: أموي #سوريا •  #معركة_الانفال   من أثار قصف ميليشيات النصيرية على منازل المدنيـْـْين في مدينة كسب 	Negative
RT USERNAME: “USERNAME: كل المؤشرات تقول أن #حلب ستكون محررة #قريبا من الإحتلال الإسدي إن شاء الله   #سوريا  #syria  #دمشق” 	Positive
USERNAME  سؤال : ما هي أمن مدينة في سورية الان ؟؟؟ الجواب : الرقة !!!! السبب :لان من في داخلها ( داعش ) { دولة الاسلام العراق والشام } 	Neutral
RT USERNAME: ‏انتقلت الى رحمة الله تعالى ((نخوة العرب)) عن عمر يناهز ١٤٠٠ عام  تقبل التعازي في سوريا {يمنع اصطحاب الرجال}   URL 	Negative
الانتربول يبحث عن مراهقتين نمساويتين ذهبتا للجهاد في سوريا طالع الخبر المصور      URL 	Neutral
RT USERNAME: \" #العربية\" تحصل على لقطات لمخابئ أسلحة داعش في #الأنبار #سوريا URL URL 	Negative
#Syria #حمص_المحاصرة 18-4-2014 :: قامت وحدة المدفعية التابعة لكتائب الأنصار باستهداف تجمعات قوات... URL via FaceBook 	Negative
RT USERNAME: مافي غيرك بشار الاسد انت الحامي سوريا ورافع راسنا بين الاعراب الله يحميك النا ولسوريا الاسد ❤️ بنحبك يا كبير ❤️ URL 	Positive
\"المسلمين نايمين نومة أهل الكهف\" بس أهل الكهف هربوا بدينهم للكهف والمسلمين اليوم هربوا من دينهم للكهف #EyeOnHoms  #سوريا 	Negative
#ساعة_أستجابة لا تنسون اموات المسلمين واهل سوريا من دعواتكم ♥. 	Positive
أموي #سوريا •  -ريف دمشق-#المليحة فيديو   الثوار وهم فـْـْي الخطوط الأولى على جبهة المليحة . الرابط :: URL 	Neutral
RT USERNAME: الصين والروس وإيران الصفوية اغتالوا ثورة كرامة عزة اﻻمه وحنا نتفرج على أخبار العربية والشام يصرخ وﻻ احد شايل همه  #سوريا 	Negative
RT USERNAME: #انتخبوا_العرص  URL بين #مصر #سوريا شبيحه بلطجيه ثوار احرار 	Negative
USERNAME هدا لوكانت ثورة حق لكنها ثورات الخريف العربي تنفيد مخطط الصهاينة  ا وتصير سورية العراق وليبيا وافغانستانوالصومال 	Negative
#شهبا_برس   كهل الجزائر الخًرف يفوز ومعتوه سورية يتحضر للترشيح !!  URL URL 	Negative
#أحرار_الشام : من يقودهم ؟ و ما هي أهم أهدافهم ؟! #الدولة_الإسلامية_في_العراق_و_الشام  #سوريا URL 	Negative
RT USERNAME: عجوز بريطانية عمرها 92 سنة قامت بحياكة 400 كنزة صوف، ولما قاموا بسؤالها لمن صنعتهم أجابت: لأطفال #سوريا URL 	Positive
أمة نيوز| بالفيديو.. قذائف “فرسان الحق” تضرب مراكز الأسد في “مورك حماة”: استهدف مقاتلو لواء فرسان ... URL #سوريا 	Neutral
RT USERNAME: اللهم ادم علينا الأمن والامان اللهم اجمع شملنا ولا تفرقنا اللهم انصر اخواننا في #سوريا وفلسطين وبكل مكان  URL 	Positive
#حماة #كفرزيتا حالات اختناق للمرة السادسة جراء القاء برميل لم ينفجر  URL #دمشق 	Negative
RT USERNAME: أكبر تجميع في سوريا هو الجبهة الإسلامية  مشروعهم مشروع قطري : أي يسقط بشار  يقيمون دولة على إثر دولة آل سعود  تحت قبة ال… 	Neutral
RT USERNAME: #سوريا لن نناشد الضمير العالمي الغائب! ولا هيئة الأمم المتخاذلة! ولا بني يعرب فهم أذل من أن يكون لديهم عقد أو حل! إنما سننا… 	Negative
USERNAME USERNAME USERNAME وبإذن الله تعالى نحن من سيعيد بناء سورية الحديثة ولاتهمنا التضحيات 	Positive
USERNAME عجبالغيرة تضهرون تجادلون عن اهل البدع لما بان عوارهم والدمع تسكبون هاكم اثارهم سوريا العراق تونس ارض الاسلام منهم هجت هذى ثمارهم 	Negative
RT USERNAME: سكس جنس ثالث   URL جنس نيك محارم مصر سوريا السعودية صور ورعان قطر دياثة دب… 	Negative
#سوريا #syria شام حمص الوعر دمار أحد المباني جراء القصف العنيف الذي استهدف الحي 18 4 2014 - YouTube  URL 	Negative
RT USERNAME: لن يهدأ العراق ولن يتوقف صراع سوريا ولن تتصالح مصر  الا بزعماء اشداء وعادلين ك عمر بن عبدالعزيز وصدام حسين رحمة الله عليهم 	Negative
RT USERNAME: USERNAME  ماشق الصفوف في افغانستان وفي سوريا وفي مصر شي اكثر من الاحزاب. اسلامنا وسنة نبينا؟ تنبذ التحزب والتمييز والتعص… 	Negative
RT USERNAME: USERNAME الآن كلمة جديدة للشيخ الظواهري فيها حقائق كثيرة #كلمة_الظواهري_الواقع_بين_الألم_والأمل #سوريا  URL" 	Negative
\"USERNAME: #yemen #اليمن سوريا واوكرانيا مشكلة متشابهة ، ومصالح الدول الكبرى هدفها واحد - ي:  URL" 	Negative
#سورية   هل قلت اليوم :   لا إله إلا أنت سبحانك إني كنت من الظالمين 	Positive
SyrianRevolution'11: يا فتيان سوريا ويا شرفاءها الأحرار: اسألوا الخونة والمنافقين الذين باعوا #حمص و... URL 	Negative
RT USERNAME: #أحرار_الشام : من يقودهم ؟ و ما هي أهم أهدافهم ؟! #الدولة_الإسلامية_في_العراق_و_الشام  #سوريا URL 	Neutral
RT USERNAME: وئام وهاب: المعركة الكبرى انتهت في سوريا وأتوقع أن ينتخب الرئيس بشار الأسد قبل الرئيس اللبناني 	Neutral
USERNAME الرقة أهدى مكان فى سوريا وأكثره استقرارا بشهادة كل من فيها ومن خارجها بطلوا اشتغالات الله يكرمكم 	Positive
RT USERNAME: #غرد_كأنك_في_عام2114 بكون مع بنتي ان شاء الله ف سوريا وهي منتصره - واقول لها قصة سوريا و الحرب اللي صارت فيها 😣💘💘💘. 	Positive
RT USERNAME: أحبط جنود أتراك محاولة تسلل مجموعة مهربين حاولت إدخال مواد مهربة في شاحنات من #سوريا إلى #تركيا في منطقة كيليس الحدودية بين … 	Positive
#ادلب  مقتل جمال القسوم الملقب أبو مازن قائد ما يسمى لواء رجال الشام التابع لجبهة ثوار سورية اثر انفجار عبوة... URL 	Negative
RT USERNAME: USERNAME -   على أعلى يسار شاشتها - علم سوريا مرفوع - وفي وسط شاشتها - علم اسرائيل يُداس -  دمتي للإسلام ناصرة 💕 	Positive
RT USERNAME: تصريح زعيم حزب اللات الوثني قال \" إذا سقطت سوريا بيد المسلمين فستسقط فلسطين بأيد المسلمين \" تجد الشرح أدناه URL 	Negative
#Syria إدلب: التمانعة: الطيران المروحي يلقي برميل متفجر يحوي غازات سامة على المدينة Idlib: Tamanah:... URL via FaceBook 	Negative
RT USERNAME: مع اطفال وايتام سوريا ...  #متنافسون2  USERNAME URL 	Negative
USERNAME  لا تُوجد بقعة في سوريا إلا وتشتكي ذات الوجع 	Negative
RT USERNAME: لمناسبة بدء مؤتمر جنيف 2 أاكد بان المجتمع الدولي يجب ان يركز على القضية الرئيسية في سوريا وهي تدخل النظام الإيراني #Iran #Iraq #Geneva2 	Neutral
RT USERNAME: أذكرونا بدعوه تسعدنا ♡ #أطفال_سورية #يارب انصرهم على من ظلمهم ؛؛ #يوم_الجمعة  #دعاء #تذكير #اطفال #سوريا #بحاجتكم ~ htt… 	Positive
الاسد \"قزم\" امام ثوار حمص . ياللتاريخ الذي يصنع في أحياء حمص المحاصرة.  #سوريا 	Negative
RT USERNAME: من حمص السنيه في سوريا الى الرمادي السنيه في العراق  صوره لكل مسلم هذه افعال العدو الشيعي  الشيعه هم العدو فاحذروهم URL 	Negative
RT USERNAME: هيكل: أمريكا اكتشفت أن الغاز المستخدم في سوريا من تدبير الأتراك لضرب الأسد URL 	Negative
#كاريكاتير  #الطواغيت URL #بورما 48 	Negative
RT USERNAME: في هذآ آلبرد لآ تنس آن تحمد الله على جدران تؤويك وع غطاء يحميك صورة من مخيم الاجئين اللهم انصر اخواننا ف  سوريا URL 	Negative
#Syria سوريا الشعب : قصف لقوات النظام بالهاون و الرشاشات الثقيلة على حي الوعر في حمص  #s... URL #سوريا #الي� 	Negative
#Syria ادلب: سراقب: استشهاد جمال قسوم ابو مازن قائد لواء رجال الشام من قرية كفربطيخ جراء زرع عبوة... URL via FaceBook 	Negative
USERNAME باذن الله راح تنتصر سوريا 	Positive
USERNAME امين يارب ولو ماوجد بيت يكفي تراب سوريا يكفي ريحتها  مابدنا بيوت علتراب نام والسماء تغطينه والرحمان يحمينه ويحميك يارب 	Positive
#سوريا بالفيديو.. ثوار”الأنفال” يحبطون عملية تسلل في ريف اللاذقية ويصرعون 4 جنود: تصدى مقاتلو معركة الأنفال، ا... URL 	Negative
#ديرالزور 2014/4/18 جانب من الاشتباكات على أسوار مطار ديرالزور العسكري ج1 URL #دمشق 	Negative
RT USERNAME: نصيحة إلى المجاهدين فى الشام : الأخوة الايمانية بينكم مقدمة على الشحناء و البغضاء   #توجيهات_جهادية #سوريا #العراق 	Negative
RT USERNAME: ستعود سوريا باسمة ، وتعود مصر آمنة ويعود العراق شامخاً ، وتعود ليبيآ زآهره ونُصلي في الأقصى معاً  أحلامٌ تملأ قلوبنا والله قاد… 	Positive
USERNAME USERNAME بالقضاء على اخر ارهابى بأرض سورية وليس جلاء المرتزقة لاوطن لهم 	Negative
#حلب طريق الباب قصف بالبراميل المتفجرة على الحي والدفاع المدني يحاول إخراج المدنيين 18-4-2014 URL 	Negative
RT USERNAME: بعد ٣ سنوات، لنتذكر أن الأزمة في #سوريا كانت ثورة سلمية قبل أن تمسي حربا دموية. (برج ايفل في الأمس: \"مع السوريين\") URL 	Negative
RT USERNAME: USERNAME USERNAME USERNAME USERNAME راجعين ع سوريا الغالية عن قريب ❤️ 	Positive
#أوغاريت ||#سوريا ::آ خر المستجدات : #حمص : حي #الوعر , استشهاد الطفل عمر اللاظ... ... URL 	Negative
RT USERNAME: باي باي أيام الشعر اﻷسود بس كان حلو مو ؟! 😛 #سورية #مصر #الامارات #المغرب #لبنان #العراق #السعودية… URL 	Negative
CH1: سوريا شوفير دبابة معلم URL 	Negative
RT USERNAME: - شوارع . . اختلط فيها \" الدم \" بـ \" الدمع \"  ( صبرٌ جميل . . والله المستعان يا #سوريا ) !!    URL 	Negative
#بوكس_نيوز || سوريا  ريف إدلب سقوط عدد من الجرحى جراء القصف بالبراميل المتفجرة على قرية قطرة بريف معرة النعمان 	Negative
RT USERNAME: أموي #سوريا •  #عاجل #وادي_بردى #اشرفية_الوادي   اربعة قذائف بين هاون وقذائف دبابات على سيل وادي العجل وقذيفة على... http://… 	Negative
أنواع كراسي الرئاسة العربية .!  #العرب #الجزائر #مصر #لبنان  #سوريا URL 	Neutral
اغمض عينيك لدقيقة وتخيّل أنك بــ #سوريا !! ألا تعتب وتتمنى مليار مسلم يدعون لتفريج كرباتك وخوفك وضيقتك  #رتويت  #مصر 	Negative
RT USERNAME: أموي #سوريا •     #أهل_الشام - جثة أحد مليشيات الاحتلال النصيرية و لقاء مع أحد المجاهدين المرابطين فـْـْي   جمعية... http://… 	Negative
USERNAME المشكله يا أخي أن كل فصيل يفكر نفسه هو المسلم وغيره كافر ! كل فصيل يقول الحق معي ونسوا الشعب المسكين وبكذا خسروا الجهاد وخسروا سوريا 	Negative
RT USERNAME: اللهم انصر المسلمين في سوريا بنصرك وأيدهم بتأيديك وأمدهم بجند من جندك واربط على قلوبهم وثبت أقدامهم ويسر أمورهم ووفقهم واحفظهم… 	Positive
RT USERNAME: تمسون على مايضحي شهداء سوريا من أجله     كما يقول  :   USERNAME ✌️ 	Negative
RT USERNAME: السوريون يلومون الجزائريين لانتخابهم رئيساً معاقاً ، في حين أنهم قاموا بالفعل نفسه منذ ثلاثة عشر عاماً ! #سوريا #انتخبو_… 	Negative
#شام #سوريا | #ريف_دمشق : قوات النظام تستمر بقصفها من الدبابات والهاون على مناطق... ... URL 	Negative
RT USERNAME: ريف دمشق: اشتباكات بين الثوار وقوات الأسد على طريق المتحلق الجنوبي من جهة عربين #Syria 	Negative
RT USERNAME: عندما يشتد برد الشتاء القارص ؟ يجتمع سلاطين العرب قرب المدافئ ! واطفال سوريا يتراجفون بردا في الشوارع !! URL 	Negative
Fresh: #syria# Hama | #حماة #الريف_الجنوبي |  :... - المكتب الإعلامي - مجلس قيادة الثورة في حماة Hama RC URL #news #syria 	Neutral
RT USERNAME: العزف على وتر الكلمات .. *استهداف الممانعة #سوريا  *استهداف المقاومة ~ حزب الﻻت *استهدف القضية ~ حماس #اكيد_فيه_حاجة_غلط 	Negative
اخوان سوريا غرروا بالداخل السوري بالسلمية و استحضروا كل وجوه العلمانين كممزق المصحف برهان غليون و خونة الطوائف من... URL 	Negative
RT USERNAME: يارب انصر جميع اخواننا في سوريا 😭😭😭😭😭😭 	Positive
USERNAME #سوريا تابعني اتابعك 	Neutral
USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME فديت سوريا والجزائر وتونس كمان 💋😍💋😍💋😍احبكم❤️ 	Positive
RT USERNAME: \"USERNAME: مهلا يا شيخ أيمن | ويل للمطففين | لسنا خوارج:: URL #الدولة_الإسلامية_في_العراق_والشام #سوريا … 	Neutral
#ريتويت #وذكر #السعودية #الكويت #البحرين #الإمارات #قطر #عمان #اليمن #سوريا #فلسطين #مصر #follow #ksa… URL 	Neutral
RT USERNAME: #شام #سوريا| ريف #درعا: قصف بلدة المسيفرة بالبراميل المتفجرة من الطيران المروحي. 	Negative
#Syria ريف ادلب: التمانعة  100 شخص أصيبوا بالاختناق اليوم جراء إلقاء مروحيات الاسد براميل متفجرة تحتوي على غاز الكلور 	Negative
RT USERNAME: اقسم بالله انه كذاب جاء بالدم على سوريا (( فقط سؤال حيرني كثير لماذا اكثر الناس لا تعرف الكذاب URL 	Negative
RT USERNAME: اليوم الثلاثاء هو يوم #التضامن_مع_الأطفال_السوريين .. أطفال سوريا كان الله معكم URL 	Positive
RT USERNAME: - وعن الطّفْـلِ .. الّذي يُحـرَقُ في الثّـورةِ   - كي يَغـرقَ في الثّروة  أشباهُ الرِّجالْ !   #أحمد_مطر / سوريا URL 	Negative
RT USERNAME: أموي #سوريا •  ريف حماة - اللطامنة   استشهاد الشاب المجاهد عبد الكريم قـْـْدور الخاروف في مدينة مورك أثناء قيامه بواجبه الجهادي 	Negative
USERNAME هل هذا يؤكد الأن ما قلناه في سورية منذ بداية الأحداث عن دخول القاعدة و مموليها لاستغلال الاحداث و سفك الدماء و نشر الارهاب ؟؟ 	Negative
#سوريا_نحن_معكم ،، ف الصباح الباكر تستيقظ سوريا ع اصوات الصواريخ لا مأوى ولامأكل ولامشرب  ،،  سوريا تنزف #فريق_الأمل 	Negative
!̴​​.. ♡`̨      #لم اعد اسمع اخبار عن #سوريا كالسابق      هل ضُمت سوريا إلى #فلسطين ؟ لتصبح #قضايا منسيہ &lt;/3 !  #مسآحه_دعويه 	Negative
أميركا وحلفائها دول الخليج يتكالبون على #سوريا روسيا وحلفائها الشيعة والرافضة يتكالبون على #سوريا  والشعب داير... URL 	Negative
RT USERNAME: #عاجل  #حلب: مقتل العميد حسن عثمان رئيس فرع التحقيق في المخابرات الجوية بحلب بـاشتباكات مع الثوار..  #سوريا USERNAME #شام 	Negative
RT USERNAME: أموي #سوريا •  #الجبهة_الإسلامية #لواء_الحق #كتائب_الأنصار   #حمص_المحاصرة     قامت وحدة المدفعية بقصف تجمعات... URL 	Negative
RT USERNAME: #شام #سوريا| ريف #دمشق: غارة جوية على وسط بلدة سقبا،أثناء صلاة الجمعة. 	Negative
RT USERNAME: إيها المجرم #بشار_الاسد لن تبقى تحكم #سوريا للأبد !! ف أمثال هذا الطفل الباكي على شقيقه ووالده الذين قتلتهم كثيرون . http:/… 	Negative
RT USERNAME: وكالة سوريا برس: قصف بالهاون والشيلكا والاسطوانات المتفجرة يستهدف حي الوعر في حمص 	Negative
RT USERNAME: \"USERNAME: !!!! #سوريا URL" 	Neutral
RT USERNAME: يارب سوريا ؛ لك أمرها ، ب يدك قدرها ، ف انصرها يارحيم 💔. 	Positive
#شام #فيديو | مراسل شبكة شام في #حمص \"أبو جراح\" رصد تصاعد الدخان جراء القصف العنيف الذي يس... URL #Syria #سوريا 	Negative
#كورد #سوريا   اصلا الحزبيين ما منهم فايدة 	Negative
RT USERNAME: الحرب الغاشمه الكونيه على سوريا المقاومه احدثت دمارا لم يحدث لأوربا فى الحرب العالميه الثانيه ! لكن سينتصرالدم على السي… 	Negative
RT USERNAME: #شام #سوريا | #ريف_دمشق : قصف مدفعي لقوات النظام يتجدد على مدينة عربين. 	Negative
RT USERNAME: هل تعلم  #سوريا URL 	Neutral
#سوريا # سوف نبقى هنا كي يزول الالم سوف نحيا هنا موطني موطني.. 	Positive
\"USERNAME: ما تزال طائفة من أمتي تقاتل على أكناف دمشق لا يضرهم من خذله هذه نبوءة رسول الله أجمع العالم كله على ثورة سوريا تآمر العالم 	Negative
RT USERNAME: #سوريا: مليشيات #بشار_الاسد .. مغول العصر لا يحترمون لا تاريخ ولا دين. صورة من #حلب: URL 	Negative
RT USERNAME: أطفال سوريا بين برد الشتاء  ونار الرصاص اللهم احفظهم بعينك التي لا تنام 	Negative
RT USERNAME: #شارك_بصورة_مؤثرة #سأخبر_الله_بكل_شئ  #كيف_ننام  #نحن_مسؤولون   #هي_لله  #ريتويت_لعلك_تؤجر  #سوريا   #العشق_الخرافي URL 	Negative
RT USERNAME: \"USERNAME: “حتى في لعبهم اطفال سوريا يقلدون مظهر تشييع الشهداء   وأكثرهم فرحاً من أخذ دور الشهيد  URL 	Negative
